id	player	season	label	trait	question	preview	verdict	priority
klay-thompson-2016-iso-defender	Klay Thompson	2016	2015-16	iso-defender	Was prime Klay an elite point-of-attack defender?	PRIME KLAY · ELITE ON-BALL DEFENDER?		90
klay-thompson-2016-off-ball-scorer	Klay Thompson	2016	2015-16	off-ball-scorer	Was 2016 Klay an elite off-ball scorer?	2016 KLAY · ELITE OFF-BALL SCORER?	qualifies	93
klay-thompson-2016-playmaker	Klay Thompson	2016	2015-16	playmaker	Was 2016 Klay Thompson an elite Playmaker?	2016 KLAY THOMPSON · PLAYMAKER?	does_not_qualify	35
klay-thompson-2016-team-defender	Klay Thompson	2016	2015-16	team-defender	Was 2016 Klay Thompson an elite Team Defender?	2016 KLAY THOMPSON · TEAM DEFENDER?	qualifies	35
klay-thompson-2016-three-point-shooter	Klay Thompson	2016	2015-16	three-point-shooter	Was 2016 Klay an elite pure shooter?	2016 KLAY · ELITE PURE SHOOTER?	qualifies	60
kobe-bryant-2006-ball-pounder	Kobe Bryant	2006	2005-06	ball-pounder	Was 2006 Kobe Bryant a Ball Pounder?	2006 KOBE BRYANT · BALL POUNDER?	qualifies	35
kobe-bryant-2006-championship-number-one	Kobe Bryant	2006	2005-06	championship-number-one	Could 2006 Kobe Bryant have been the #1 on a championship team?	2006 KOBE BRYANT · CHAMPIONSHIP #1?	qualifies	35
kobe-bryant-2006-tough-shot-maker	Kobe Bryant	2006	2005-06	tough-shot-maker	Was 2006 Kobe an elite tough shot maker?	2006 KOBE · ELITE TOUGH SHOTS?		90
kobe-bryant-2007-ball-stopper	Kobe Bryant	2007	2006-07	ball-stopper	Was 2007 Kobe Bryant a Ball Stopper?	2007 KOBE BRYANT · BALL STOPPER?	qualifies	45
kobe-bryant-2008-ball-stopper	Kobe Bryant	2008	2007-08	ball-stopper	Was 2008 Kobe Bryant a Ball Stopper?	2008 KOBE BRYANT · BALL STOPPER?	qualifies	45
kobe-bryant-2009-ball-stopper	Kobe Bryant	2009	2008-09	ball-stopper	Was 2009 Kobe Bryant a Ball Stopper?	2009 KOBE BRYANT · BALL STOPPER?	qualifies	45
kobe-bryant-2009-championship-number-one	Kobe Bryant	2009	2008-09	championship-number-one	Could 2009 Kobe Bryant have been the #1 on a championship team?	2009 KOBE BRYANT · CHAMPIONSHIP #1?	qualifies	25
kobe-bryant-2010-ball-stopper	Kobe Bryant	2010	2009-10	ball-stopper	Was 2010 Kobe Bryant a Ball Stopper?	2010 KOBE BRYANT · BALL STOPPER?	qualifies	45
kobe-bryant-2010-championship-number-one	Kobe Bryant	2010	2009-10	championship-number-one	Could 2010 Kobe Bryant have been the #1 on a championship team?	2010 KOBE BRYANT · CHAMPIONSHIP #1?	qualifies	25
kobe-bryant-2011-ball-stopper	Kobe Bryant	2011	2010-11	ball-stopper	Was 2011 Kobe Bryant a Ball Stopper?	2011 KOBE BRYANT · BALL STOPPER?	qualifies	45
kobe-bryant-2012-ball-stopper	Kobe Bryant	2012	2011-12	ball-stopper	Was 2012 Kobe Bryant a Ball Stopper?	2012 KOBE BRYANT · BALL STOPPER?	qualifies	45
kyle-korver-2015-super-three-point-shooter	Kyle Korver	2015	2014-15	super-three-point-shooter	Did 2015 Kyle Korver have gravity?	2015 KORVER · GRAVITY?		86
kyle-lowry-2016-championship-number-one	Kyle Lowry	2016	2015-16	championship-number-one	Could 2016 Kyle Lowry have been the #1 on a championship team?	2016 KYLE LOWRY · CHAMPIONSHIP #1?	does_not_qualify	35
kyle-lowry-2016-playmaker	Kyle Lowry	2016	2015-16	playmaker	Was 2016 Kyle Lowry an elite Playmaker?	2016 KYLE LOWRY · PLAYMAKER?	qualifies	35
kyle-lowry-2016-three-point-shooter	Kyle Lowry	2016	2015-16	three-point-shooter	Was 2016 Kyle Lowry a Three-Point Shooter?	2016 KYLE LOWRY · THREE-POINT SHOOTER?	qualifies	35
kyrie-irving-2016-clutch	Kyrie Irving	2016	2015-16	clutch	Was 2016 Kyrie Irving clutch?	2016 KYRIE IRVING · CLUTCH?	qualifies	35
kyrie-irving-2016-team-defender	Kyrie Irving	2016	2015-16	team-defender	Was 2016 Kyrie Irving an elite Team Defender?	2016 KYRIE IRVING · TEAM DEFENDER?	does_not_qualify	35
kyrie-irving-2016-three-point-shooter	Kyrie Irving	2016	2015-16	three-point-shooter	Was 2016 Kyrie Irving a Three-Point Shooter?	2016 KYRIE IRVING · THREE-POINT SHOOTER?	qualifies	35
kyrie-irving-2016-tough-shot-maker	Kyrie Irving	2016	2015-16	tough-shot-maker	Was 2016 Kyrie an elite tough shot maker?	2016 KYRIE · ELITE TOUGH SHOTS?		88
larry-bird-1984-championship-number-one	Larry Bird	1984	1983-84	championship-number-one	Could 1984 Larry Bird have been the #1 on a championship team?	1984 LARRY BIRD · CHAMPIONSHIP #1?	qualifies	25
larry-bird-1986-championship-number-one	Larry Bird	1986	1985-86	championship-number-one	Could 1986 Larry Bird have been the #1 on a championship team?	1986 LARRY BIRD · CHAMPIONSHIP #1?	qualifies	25
larry-bird-1986-clutch	Larry Bird	1986	1985-86	clutch	Was 1986 Larry Bird clutch?	1986 LARRY BIRD · CLUTCH?	qualifies	35
larry-bird-1986-playmaker	Larry Bird	1986	1985-86	playmaker	Was 1986 Larry Bird an elite Playmaker?	1986 LARRY BIRD · PLAYMAKER?	qualifies	35
lebron-james-2009-championship-number-one	LeBron James	2009	2008-09	championship-number-one	Could 2009 LeBron James have been the #1 on a championship team?	2009 LEBRON JAMES · CHAMPIONSHIP #1?	qualifies	35
lebron-james-2009-playmaker	LeBron James	2009	2008-09	playmaker	Was 2009 LeBron James an elite Playmaker?	2009 LEBRON JAMES · PLAYMAKER?	qualifies	35
lebron-james-2009-rim-pressurer	LeBron James	2009	2008-09	rim-pressurer	Was 2009 LeBron James a Rim Pressurer?	2009 LEBRON JAMES · RIM PRESSURER?	qualifies	35
lebron-james-2012-championship-number-one	LeBron James	2012	2011-12	championship-number-one	Could 2012 LeBron James have been the #1 on a championship team?	2012 LEBRON JAMES · CHAMPIONSHIP #1?	qualifies	25
lebron-james-2013-championship-number-one	LeBron James	2013	2012-13	championship-number-one	Could 2013 LeBron James have been the #1 on a championship team?	2013 LEBRON JAMES · CHAMPIONSHIP #1?	qualifies	25
lebron-james-2016-championship-number-one	LeBron James	2016	2015-16	championship-number-one	Could 2016 LeBron James have been the #1 on a championship team?	2016 LEBRON JAMES · CHAMPIONSHIP #1?	qualifies	25
lebron-james-2020-championship-number-one	LeBron James	2020	2019-20	championship-number-one	Could 2020 LeBron James have been the #1 on a championship team?	2020 LEBRON JAMES · CHAMPIONSHIP #1?	qualifies	25
luka-doncic-2020-ball-pounder	Luka Doncic	2020	2019-20	ball-pounder	Was 2020 Luka Doncic a Ball Pounder?	2020 LUKA DONCIC · BALL POUNDER?	qualifies	45
luka-doncic-2021-ball-pounder	Luka Doncic	2021	2020-21	ball-pounder	Was 2021 Luka Doncic a Ball Pounder?	2021 LUKA DONCIC · BALL POUNDER?	qualifies	45
luka-doncic-2022-ball-pounder	Luka Doncic	2022	2021-22	ball-pounder	Was 2022 Luka Doncic a Ball Pounder?	2022 LUKA DONCIC · BALL POUNDER?	qualifies	45
luka-doncic-2023-ball-pounder	Luka Doncic	2023	2022-23	ball-pounder	Was 2023 Luka Doncic a Ball Pounder?	2023 LUKA DONCIC · BALL POUNDER?	qualifies	45
luka-doncic-2024-playmaker	Luka Doncic	2024	2023-24	playmaker	Was 2024 Luka Doncic an elite Playmaker?	2024 LUKA DONCIC · PLAYMAKER?	qualifies	35
luka-doncic-2024-rim-pressurer	Luka Doncic	2024	2023-24	rim-pressurer	Did 2024 Luka Doncic attack the rim?	2024 LUKA · ELITE RIM PRESSURE?		85
luka-doncic-2025-ball-pounder	Luka Doncic	2025	2024-25	ball-pounder	Was 2025 Luka Doncic a Ball Pounder?	2025 LUKA DONCIC · BALL POUNDER?	qualifies	45
luka-doncic-2026-ball-pounder	Luka Doncic	2026	2025-26	ball-pounder	Was 2026 Luka Doncic a Ball Pounder?	2026 LUKA DONCIC · BALL POUNDER?	qualifies	45
magic-johnson-1980-championship-number-one	Magic Johnson	1980	1979-80	championship-number-one	Could 1980 Magic Johnson have been the #1 on a championship team?	1980 MAGIC JOHNSON · CHAMPIONSHIP #1?	qualifies	25
magic-johnson-1982-championship-number-one	Magic Johnson	1982	1981-82	championship-number-one	Could 1982 Magic Johnson have been the #1 on a championship team?	1982 MAGIC JOHNSON · CHAMPIONSHIP #1?	qualifies	25
magic-johnson-1987-championship-number-one	Magic Johnson	1987	1986-87	championship-number-one	Could 1987 Magic Johnson have been the #1 on a championship team?	1987 MAGIC JOHNSON · CHAMPIONSHIP #1?	qualifies	25
magic-johnson-1987-playmaker	Magic Johnson	1987	1986-87	playmaker	Was 1987 Magic Johnson an elite Playmaker?	1987 MAGIC JOHNSON · PLAYMAKER?	qualifies	35
manu-ginobili-2008-clutch	Manu Ginobili	2008	2007-08	clutch	Was 2008 Manu Ginobili clutch?	2008 MANU GINOBILI · CLUTCH?	qualifies	35
manu-ginobili-2008-playmaker	Manu Ginobili	2008	2007-08	playmaker	Was 2008 Manu Ginobili an elite Playmaker?	2008 MANU GINOBILI · PLAYMAKER?	qualifies	35
manu-ginobili-2008-rim-pressurer	Manu Ginobili	2008	2007-08	rim-pressurer	Was 2008 Manu Ginobili a Rim Pressurer?	2008 MANU GINOBILI · RIM PRESSURER?	qualifies	35
marc-gasol-2013-playmaker	Marc Gasol	2013	2012-13	playmaker	Was 2013 Marc Gasol an elite Playmaker?	2013 MARC GASOL · PLAYMAKER?	qualifies	35
marc-gasol-2013-rim-protector	Marc Gasol	2013	2012-13	rim-protector	Was 2013 Marc Gasol an elite Rim Protector?	2013 MARC GASOL · RIM PROTECTOR?	qualifies	35
marc-gasol-2013-team-defender	Marc Gasol	2013	2012-13	team-defender	Was 2013 Marc Gasol an elite Team Defender?	2013 MARC GASOL · TEAM DEFENDER?	qualifies	35
mark-eaton-1989-rim-protector	Mark Eaton	1989	1988-89	rim-protector	Was 1989 Mark Eaton an elite Rim Protector?	1989 MARK EATON · RIM PROTECTOR?	qualifies	35
mark-eaton-1989-switchable-defender	Mark Eaton	1989	1988-89	switchable-defender	Was 1989 Mark Eaton a Switchable Defender?	1989 MARK EATON · SWITCHABLE DEFENDER?	does_not_qualify	35
mark-eaton-1989-team-defender	Mark Eaton	1989	1988-89	team-defender	Was 1989 Mark Eaton an elite Team Defender?	1989 MARK EATON · TEAM DEFENDER?	qualifies	35
mark-price-1994-clutch	Mark Price	1994	1993-94	clutch	Was 1994 Mark Price clutch?	1994 MARK PRICE · CLUTCH?	qualifies	35
mark-price-1994-playmaker	Mark Price	1994	1993-94	playmaker	Was 1994 Mark Price an elite Playmaker?	1994 MARK PRICE · PLAYMAKER?	qualifies	35
mark-price-1994-three-point-shooter	Mark Price	1994	1993-94	three-point-shooter	Was 1994 Mark Price a Three-Point Shooter?	1994 MARK PRICE · THREE-POINT SHOOTER?	qualifies	35
maurice-lucas-1977-clutch	Maurice Lucas	1977	1976-77	clutch	Was 1977 Maurice Lucas clutch?	1977 MAURICE LUCAS · CLUTCH?	qualifies	35
maurice-lucas-1977-playmaker	Maurice Lucas	1977	1976-77	playmaker	Was 1977 Maurice Lucas an elite Playmaker?	1977 MAURICE LUCAS · PLAYMAKER?	does_not_qualify	35
maurice-lucas-1977-team-defender	Maurice Lucas	1977	1976-77	team-defender	Was 1977 Maurice Lucas an elite Team Defender?	1977 MAURICE LUCAS · TEAM DEFENDER?	qualifies	35
metta-world-peace-2004-iso-defender	Metta World Peace	2004	2003-04	iso-defender	Was 2004 Metta World Peace an elite Iso Defender?	2004 METTA WORLD PEACE · ISO DEFENDER?	qualifies	35
metta-world-peace-2004-playmaker	Metta World Peace	2004	2003-04	playmaker	Was 2004 Metta World Peace an elite Playmaker?	2004 METTA WORLD PEACE · PLAYMAKER?	does_not_qualify	35
metta-world-peace-2004-team-defender	Metta World Peace	2004	2003-04	team-defender	Was 2004 Metta World Peace an elite Team Defender?	2004 METTA WORLD PEACE · TEAM DEFENDER?	qualifies	35
michael-cooper-1987-championship-number-one	Michael Cooper	1987	1986-87	championship-number-one	Could 1987 Michael Cooper have been the #1 on a championship team?	1987 MICHAEL COOPER · CHAMPIONSHIP #1?	does_not_qualify	35
michael-cooper-1987-iso-defender	Michael Cooper	1987	1986-87	iso-defender	Was 1987 Michael Cooper an elite Iso Defender?	1987 MICHAEL COOPER · ISO DEFENDER?	qualifies	35
michael-cooper-1987-three-point-shooter	Michael Cooper	1987	1986-87	three-point-shooter	Was 1987 Michael Cooper a Three-Point Shooter?	1987 MICHAEL COOPER · THREE-POINT SHOOTER?	qualifies	35
michael-jordan-1991-championship-number-one	Michael Jordan	1991	1990-91	championship-number-one	Could 1991 Michael Jordan have been the #1 on a championship team?	1991 MICHAEL JORDAN · CHAMPIONSHIP #1?	qualifies	25
michael-jordan-1991-iso-defender	Michael Jordan	1991	1990-91	iso-defender	Was 1991 Michael Jordan an elite Iso Defender?	1991 MICHAEL JORDAN · ISO DEFENDER?	qualifies	35
michael-jordan-1991-rim-pressurer	Michael Jordan	1991	1990-91	rim-pressurer	Was 1991 Michael Jordan a Rim Pressurer?	1991 MICHAEL JORDAN · RIM PRESSURER?	qualifies	35
michael-jordan-1992-championship-number-one	Michael Jordan	1992	1991-92	championship-number-one	Could 1992 Michael Jordan have been the #1 on a championship team?	1992 MICHAEL JORDAN · CHAMPIONSHIP #1?	qualifies	25
michael-jordan-1993-championship-number-one	Michael Jordan	1993	1992-93	championship-number-one	Could 1993 Michael Jordan have been the #1 on a championship team?	1993 MICHAEL JORDAN · CHAMPIONSHIP #1?	qualifies	25
michael-jordan-1996-championship-number-one	Michael Jordan	1996	1995-96	championship-number-one	Could 1996 Michael Jordan have been the #1 on a championship team?	1996 MICHAEL JORDAN · CHAMPIONSHIP #1?	qualifies	25
michael-jordan-1997-championship-number-one	Michael Jordan	1997	1996-97	championship-number-one	Could 1997 Michael Jordan have been the #1 on a championship team?	1997 MICHAEL JORDAN · CHAMPIONSHIP #1?	qualifies	25
michael-jordan-1998-championship-number-one	Michael Jordan	1998	1997-98	championship-number-one	Could 1998 Michael Jordan have been the #1 on a championship team?	1998 MICHAEL JORDAN · CHAMPIONSHIP #1?	qualifies	25
mitch-richmond-1997-playmaker	Mitch Richmond	1997	1996-97	playmaker	Was 1997 Mitch Richmond an elite Playmaker?	1997 MITCH RICHMOND · PLAYMAKER?	does_not_qualify	35
mitch-richmond-1997-three-point-shooter	Mitch Richmond	1997	1996-97	three-point-shooter	Was 1997 Mitch Richmond a Three-Point Shooter?	1997 MITCH RICHMOND · THREE-POINT SHOOTER?	qualifies	35
mitch-richmond-1997-tough-shot-maker	Mitch Richmond	1997	1996-97	tough-shot-maker	Was 1997 Mitch Richmond an elite Tough Shot Maker?	1997 MITCH RICHMOND · TOUGH SHOT MAKER?	qualifies	35
mookie-blaylock-1997-iso-defender	Mookie Blaylock	1997	1996-97	iso-defender	Was 1997 Mookie Blaylock an elite Iso Defender?	1997 MOOKIE BLAYLOCK · ISO DEFENDER?	qualifies	35
mookie-blaylock-1997-playmaker	Mookie Blaylock	1997	1996-97	playmaker	Was 1997 Mookie Blaylock an elite Playmaker?	1997 MOOKIE BLAYLOCK · PLAYMAKER?	qualifies	35
mookie-blaylock-1997-team-defender	Mookie Blaylock	1997	1996-97	team-defender	Was 1997 Mookie Blaylock an elite Team Defender?	1997 MOOKIE BLAYLOCK · TEAM DEFENDER?	qualifies	35
moses-malone-1979-ball-stopper	Moses Malone	1979	1978-79	ball-stopper	Was 1979 Moses Malone a Ball Stopper?	1979 MOSES MALONE · BALL STOPPER?	qualifies	35
moses-malone-1979-championship-number-one	Moses Malone	1979	1978-79	championship-number-one	Could 1979 Moses Malone have been the #1 on a championship team?	1979 MOSES MALONE · CHAMPIONSHIP #1?	qualifies	35
moses-malone-1979-playmaker	Moses Malone	1979	1978-79	playmaker	Was 1979 Moses Malone an elite Playmaker?	1979 MOSES MALONE · PLAYMAKER?	does_not_qualify	35
moses-malone-1983-championship-number-one	Moses Malone	1983	1982-83	championship-number-one	Could 1983 Moses Malone have been the #1 on a championship team?	1983 MOSES MALONE · CHAMPIONSHIP #1?	qualifies	25
nikola-jokic-2023-championship-number-one	Nikola Jokic	2023	2022-23	championship-number-one	Could 2023 Nikola Jokic have been the #1 on a championship team?	2023 NIKOLA JOKIC · CHAMPIONSHIP #1?	qualifies	25
nikola-jokic-2023-clutch	Nikola Jokic	2023	2022-23	clutch	Was 2023 Nikola Jokic clutch?	2023 NIKOLA JOKIC · CLUTCH?	qualifies	35
nikola-jokic-2023-playmaker	Nikola Jokic	2023	2022-23	playmaker	Was 2023 Jokic an elite playmaker?	2023 JOKIC · ELITE PLAYMAKER?	qualifies	96
nikola-jokic-2023-tough-shot-maker	Nikola Jokic	2023	2022-23	tough-shot-maker	Was 2023 Nikola Jokic an elite Tough Shot Maker?	2023 NIKOLA JOKIC · TOUGH SHOT MAKER?	qualifies	35
patrick-ewing-1990-championship-number-one	Patrick Ewing	1990	1989-90	championship-number-one	Could 1990 Patrick Ewing have been the #1 on a championship team?	1990 PATRICK EWING · CHAMPIONSHIP #1?	qualifies	35
patrick-ewing-1990-playmaker	Patrick Ewing	1990	1989-90	playmaker	Was 1990 Patrick Ewing an elite Playmaker?	1990 PATRICK EWING · PLAYMAKER?	does_not_qualify	35
patrick-ewing-1990-team-defender	Patrick Ewing	1990	1989-90	team-defender	Was 1990 Patrick Ewing an elite Team Defender?	1990 PATRICK EWING · TEAM DEFENDER?	qualifies	35
pau-gasol-2009-championship-number-one	Pau Gasol	2009	2008-09	championship-number-one	Could 2009 Pau Gasol have been the #1 on a championship team?	2009 PAU GASOL · CHAMPIONSHIP #1?	does_not_qualify	35
pau-gasol-2009-off-ball-scorer	Pau Gasol	2009	2008-09	off-ball-scorer	Was 2009 Pau Gasol an elite Off-Ball Scorer?	2009 PAU GASOL · OFF-BALL SCORER?	qualifies	35
pau-gasol-2009-playmaker	Pau Gasol	2009	2008-09	playmaker	Was 2009 Pau Gasol an elite Playmaker?	2009 PAU GASOL · PLAYMAKER?	qualifies	35
paul-george-2019-championship-number-one	Paul George	2019	2018-19	championship-number-one	Could 2019 Paul George have been the #1 on a championship team?	2019 PAUL GEORGE · CHAMPIONSHIP #1?	qualifies	35
paul-george-2019-iso-defender	Paul George	2019	2018-19	iso-defender	Was 2019 Paul George an elite wing stopper?	2019 PG · ELITE WING STOPPER?		84
paul-george-2019-team-defender	Paul George	2019	2018-19	team-defender	Was 2019 Paul George an elite Team Defender?	2019 PAUL GEORGE · TEAM DEFENDER?	qualifies	35
paul-george-2019-three-point-shooter	Paul George	2019	2018-19	three-point-shooter	Was 2019 Paul George a Three-Point Shooter?	2019 PAUL GEORGE · THREE-POINT SHOOTER?	qualifies	35
paul-pierce-2002-championship-number-one	Paul Pierce	2002	2001-02	championship-number-one	Could 2002 Paul Pierce have been the #1 on a championship team?	2002 PAUL PIERCE · CHAMPIONSHIP #1?	qualifies	35
paul-pierce-2002-rim-pressurer	Paul Pierce	2002	2001-02	rim-pressurer	Was 2002 Paul Pierce a Rim Pressurer?	2002 PAUL PIERCE · RIM PRESSURER?	qualifies	35
paul-pierce-2002-tough-shot-maker	Paul Pierce	2002	2001-02	tough-shot-maker	Was 2002 Paul Pierce an elite Tough Shot Maker?	2002 PAUL PIERCE · TOUGH SHOT MAKER?	qualifies	35
paul-pierce-2008-championship-number-one	Paul Pierce	2008	2007-08	championship-number-one	Could 2008 Paul Pierce have been the #1 on a championship team?	2008 PAUL PIERCE · CHAMPIONSHIP #1?	qualifies	25
peja-stojakovic-2004-iso-defender	Peja Stojakovic	2004	2003-04	iso-defender	Was 2004 Peja Stojakovic an elite Iso Defender?	2004 PEJA STOJAKOVIC · ISO DEFENDER?	does_not_qualify	35
peja-stojakovic-2004-off-ball-scorer	Peja Stojakovic	2004	2003-04	off-ball-scorer	Was 2004 Peja Stojakovic an elite Off-Ball Scorer?	2004 PEJA STOJAKOVIC · OFF-BALL SCORER?	qualifies	35
peja-stojakovic-2004-super-three-point-shooter	Peja Stojakovic	2004	2003-04	super-three-point-shooter	Did 2004 Peja Stojakovic have game-breaking three-point gravity?	2004 PEJA STOJAKOVIC · SUPER THREE-POINT SHOOTER?	qualifies	35
pete-maravich-1977-ball-pounder	Pete Maravich	1977	1976-77	ball-pounder	Was 1977 Pete Maravich a Ball Pounder?	1977 PETE MARAVICH · BALL POUNDER?	qualifies	35
pete-maravich-1977-playmaker	Pete Maravich	1977	1976-77	playmaker	Was 1977 Pete Maravich an elite Playmaker?	1977 PETE MARAVICH · PLAYMAKER?	qualifies	35
pete-maravich-1977-tough-shot-maker	Pete Maravich	1977	1976-77	tough-shot-maker	Was 1977 Pete Maravich an elite Tough Shot Maker?	1977 PETE MARAVICH · TOUGH SHOT MAKER?	qualifies	35
rasheed-wallace-2004-championship-number-one	Rasheed Wallace	2004	2003-04	championship-number-one	Could 2004 Rasheed Wallace have been the #1 on a championship team?	2004 RASHEED WALLACE · CHAMPIONSHIP #1?	does_not_qualify	35
rasheed-wallace-2004-switchable-defender	Rasheed Wallace	2004	2003-04	switchable-defender	Was 2004 Rasheed Wallace a Switchable Defender?	2004 RASHEED WALLACE · SWITCHABLE DEFENDER?	qualifies	35
rasheed-wallace-2004-three-point-shooter	Rasheed Wallace	2004	2003-04	three-point-shooter	Was 2004 Rasheed Wallace a Three-Point Shooter?	2004 RASHEED WALLACE · THREE-POINT SHOOTER?	qualifies	35
ray-allen-2001-clutch	Ray Allen	2001	2000-01	clutch	Was 2001 Ray Allen clutch?	2001 RAY ALLEN · CLUTCH?	qualifies	35
ray-allen-2001-off-ball-scorer	Ray Allen	2001	2000-01	off-ball-scorer	Was 2001 Ray Allen an elite Off-Ball Scorer?	2001 RAY ALLEN · OFF-BALL SCORER?	qualifies	35
ray-allen-2001-three-point-shooter	Ray Allen	2001	2000-01	three-point-shooter	Was 2001 Ray Allen a Three-Point Shooter?	2001 RAY ALLEN · THREE-POINT SHOOTER?	qualifies	35
ray-allen-2006-super-three-point-shooter	Ray Allen	2006	2005-06	super-three-point-shooter	Did 2006 Ray Allen have gravity?	2006 RAY · GRAVITY?		87
reggie-miller-1997-super-three-point-shooter	Reggie Miller	1997	1996-97	super-three-point-shooter	Did 1997 Reggie Miller have gravity?	1997 REGGIE · GRAVITY?		90
reggie-miller-1997-three-point-shooter	Reggie Miller	1997	1996-97	three-point-shooter	Was 1997 Reggie an elite three-point shooter?	1997 REGGIE · ELITE SHOOTER?	qualifies	35
reggie-miller-1998-clutch	Reggie Miller	1998	1997-98	clutch	Was 1998 Reggie Miller clutch?	1998 REGGIE MILLER · CLUTCH?	qualifies	35
reggie-miller-1998-iso-defender	Reggie Miller	1998	1997-98	iso-defender	Was 1998 Reggie Miller an elite Iso Defender?	1998 REGGIE MILLER · ISO DEFENDER?	does_not_qualify	35
reggie-miller-1998-super-three-point-shooter	Reggie Miller	1998	1997-98	super-three-point-shooter	Did 1998 Reggie Miller have game-breaking three-point gravity?	1998 REGGIE MILLER · SUPER THREE-POINT SHOOTER?	qualifies	35
rick-barry-1975-championship-number-one	Rick Barry	1975	1974-75	championship-number-one	Could 1975 Rick Barry have been the #1 on a championship team?	1975 RICK BARRY · CHAMPIONSHIP #1?	qualifies	25
rick-barry-1975-playmaker	Rick Barry	1975	1974-75	playmaker	Was 1975 Rick Barry an elite Playmaker?	1975 RICK BARRY · PLAYMAKER?	qualifies	35
rick-barry-1975-tough-shot-maker	Rick Barry	1975	1974-75	tough-shot-maker	Was 1975 Rick Barry an elite Tough Shot Maker?	1975 RICK BARRY · TOUGH SHOT MAKER?	qualifies	35
robert-parish-1984-championship-number-one	Robert Parish	1984	1983-84	championship-number-one	Could 1984 Robert Parish have been the #1 on a championship team?	1984 ROBERT PARISH · CHAMPIONSHIP #1?	does_not_qualify	35
robert-parish-1984-off-ball-scorer	Robert Parish	1984	1983-84	off-ball-scorer	Was 1984 Robert Parish an elite Off-Ball Scorer?	1984 ROBERT PARISH · OFF-BALL SCORER?	qualifies	35
robert-parish-1984-rim-protector	Robert Parish	1984	1983-84	rim-protector	Was 1984 Robert Parish an elite Rim Protector?	1984 ROBERT PARISH · RIM PROTECTOR?	qualifies	35
rudy-gobert-2019-off-ball-scorer	Rudy Gobert	2019	2018-19	off-ball-scorer	Was 2019 Rudy Gobert an elite Off-Ball Scorer?	2019 RUDY GOBERT · OFF-BALL SCORER?	qualifies	35
rudy-gobert-2019-switchable-defender	Rudy Gobert	2019	2018-19	switchable-defender	Was 2019 Rudy Gobert a Switchable Defender?	2019 RUDY GOBERT · SWITCHABLE DEFENDER?	does_not_qualify	35
rudy-gobert-2019-team-defender	Rudy Gobert	2019	2018-19	team-defender	Was 2019 Rudy Gobert an elite Team Defender?	2019 RUDY GOBERT · TEAM DEFENDER?	qualifies	35
rudy-gobert-2021-rim-protector	Rudy Gobert	2021	2020-21	rim-protector	Was 2021 Gobert an elite rim protector?	2021 GOBERT · ELITE RIM PROTECTOR?	qualifies	85
russell-westbrook-2017-ball-pounder	Russell Westbrook	2017	2016-17	ball-pounder	Was 2017 Russell Westbrook a Ball Pounder?	2017 RUSSELL WESTBROOK · BALL POUNDER?	qualifies	35
russell-westbrook-2017-rim-pressurer	Russell Westbrook	2017	2016-17	rim-pressurer	Did 2017 Russell Westbrook attack the rim?	2017 WESTBROOK · ELITE RIM PRESSURE?		88
russell-westbrook-2017-three-point-shooter	Russell Westbrook	2017	2016-17	three-point-shooter	Was 2017 Westbrook a real three-point threat?	2017 WESTBROOK · REAL THREE-POINT THREAT?	does_not_qualify	85
russell-westbrook-2018-stat-padder	Russell Westbrook	2018	2017-18	stat-padder	Was 2018 Russell Westbrook a Stat Padder?	2018 RUSSELL WESTBROOK · STAT PADDER?	qualifies	45
russell-westbrook-2019-stat-padder	Russell Westbrook	2019	2018-19	stat-padder	Was 2019 Russell Westbrook a Stat Padder?	2019 RUSSELL WESTBROOK · STAT PADDER?	qualifies	45
russell-westbrook-2020-stat-padder	Russell Westbrook	2020	2019-20	stat-padder	Was 2020 Russell Westbrook a Stat Padder?	2020 RUSSELL WESTBROOK · STAT PADDER?	qualifies	45
russell-westbrook-2021-stat-padder	Russell Westbrook	2021	2020-21	stat-padder	Was 2021 Russell Westbrook a Stat Padder?	2021 RUSSELL WESTBROOK · STAT PADDER?	qualifies	45
scottie-pippen-1994-championship-number-one	Scottie Pippen	1994	1993-94	championship-number-one	Could 1994 Scottie Pippen have been the #1 on a championship team?	1994 SCOTTIE PIPPEN · CHAMPIONSHIP #1?	qualifies	35
scottie-pippen-1994-switchable-defender	Scottie Pippen	1994	1993-94	switchable-defender	Was 1994 Scottie Pippen a Switchable Defender?	1994 SCOTTIE PIPPEN · SWITCHABLE DEFENDER?	qualifies	35
scottie-pippen-1994-team-defender	Scottie Pippen	1994	1993-94	team-defender	Was 1994 Scottie Pippen an elite Team Defender?	1994 SCOTTIE PIPPEN · TEAM DEFENDER?	qualifies	35
shai-gilgeous-alexander-2023-foul-merchant	Shai Gilgeous-Alexander	2023	2022-23	foul-merchant	Was 2023 Shai Gilgeous-Alexander a Foul Merchant?	2023 SHAI GILGEOUS-ALEXANDER · FOUL MERCHANT?	qualifies	45
shai-gilgeous-alexander-2024-foul-merchant	Shai Gilgeous-Alexander	2024	2023-24	foul-merchant	Was 2024 Shai Gilgeous-Alexander a Foul Merchant?	2024 SHAI GILGEOUS-ALEXANDER · FOUL MERCHANT?	qualifies	45
